city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	haunted_places_date
North Attleboro	United States	some say he died in a car accident others say he died in a boating accident, either way they believe that Elppin comes back every march 3'rd and haunts this house. A family moved in, in 1999, and they claim the presence does exist; they still live there today.	Elppins house	Massachusetts	MA	-71.33223699999999	41.982431	-71.35654389999999	41.9695516	1999/01/01
North Attleboro	United States	May 2008 Update – The Statue of Jesus to even exist is questionable. - At Mount Hope Cemetery in North Attleboro, there exists a haunted statue of Jesus that supposedly, if you stare at from afar, it begins to perform humorous dance moves! The statue is easy to locate. It is a white statue, and it has both arms raised into the air, with it's feet covered by bushes. We have actually investigated this claim, and surprisingly, found it to be true!	Mount Hope Cemetery	Massachusetts	MA	-71.3170677	41.9766919	-71.35654389999999	41.9695516	2008/05/01
Northampton	United States	there's a whole section of northampton where the ruins of an old mental hospital lies. there are various cold spots and apparitions when dusk approaches. even in broad daylight a sense of un-easy-ness can be felt.	Mental Hospital	Massachusetts	MA	-72.6531304	42.3305027	-72.64120129999999	42.3250896	2025/01/01
Northampton	United States	Witnesses Report loud screams from the building late at night, a ghostly figure wandering around, feeling violently ill when entering certain places and voices.	Northampton Mental Hospital	Massachusetts	MA	-72.6531304	42.3305027	-72.64120129999999	42.3250896	2025/01/01
Northampton	United States	Martha Wilson House -  On the first floor, unexplained footsteps have been heard pacing back and forth, doors slamming shut all at once, and windows open when nobody is there. Sessions House Served as a passage in the Underground Railroad. Started as old farmhouse, known to be haunted before becoming part of the college. Contained secret tunnel in basement where escaping slaves were killed when it collapsed; their ghosts reported to haunt the house.	Smith College	Massachusetts	MA	-72.6372341	42.31809570000001	-72.64120129999999	42.3250896	2025/01/01
Northfield	United States	A student committed suicide and still haunts his room in the overtoun dorm. The ghost of D.L. Moody, the school's founder also is said to haunt the grounds.	Northfield Mount Hermon School	Massachusetts	MA	-72.48517509999999	42.6663596	-72.4528885	42.6959093	2025/01/01
Norton	United States	"has a number of ghosts, some in dormitories, some in classroom buildings, and one in the library. The library ghost is that of a former librarian. She roams the stacks at night and though no one has ever seen the specter, people often report ""feeling watched"" in the stacks late at night. She supposedly would mess with the card catalog."	Wheaton College	Massachusetts	MA	-71.18519429999999	41.9680101	-71.1869963	41.9667703	2025/01/01
Norwood	United States	"At this nice but not so quiet hotel, many things have happened. Many people heard tapping on the desks. Loud banging or kicking on the dresser. One visitors bracelet was being pulled off their wrist while in bed. A man has been seen walking around the first floor. He is about7"" tall. It turns out there was a very large man that hung himself in a room there. Even the maids do not like to enter the room."	Marriott Courtyard	Massachusetts	MA	-71.1913062	42.174642	-71.19896949999999	42.19439089999999	2025/01/01
In California Page 2	United States	San L)	(M	California	CA	-122.4207899	37.7743105	-122.4207899	37.7743105	0100/02/24
Onset	United States	Ghostly shadows have been seen. The sound of shattering glass is often heard at night though all of the windows are broken and the houses are completely empty. A large pentagram is drawn in the center of the largest house, this indicating paranormal activity.	abandoned houses behind Lopes playground	Massachusetts	MA			-70.6578104	41.7417714	2025/01/01
Orange	United States	This building now serves as an adult education center. At one time it was a school, then courthouse with holding cells in the basement. It has been reported by people being held at night in the basement to hear noises all night. The courthouse was moved.	Old North Main Street School	Massachusetts	MA	-72.3027537	42.574286	-72.3097914	42.590354	2025/01/01
Oxford	United States	Books thrown off shelves, can hear an organ being played at night	Oxford Public Library	Massachusetts	MA	-71.865207	42.118582	-71.8647577	42.1167606	2025/01/01
Oxford	United States	When you are alone in the house footsteps can be heard walking across the upper floors. Footsteps also can be heard coming down the stairs from the uppers floors. Thuds, like someone has dropped something upstairs, slams, bangs and crashes can be heard in the middle of the night, windy or not. Knocking on the cellar door when there is nobody on the other side. Faint screams of a woman. The feeling of a presence, that you are not alone. Neighbors say that every person who has ever lived there has complained of the same thing. Families have been forced to move because of the things heard.	Quobaug Ave	Massachusetts	MA	-71.871037	42.1125	-71.8647577	42.1167606	2025/01/01
Palmer	United States	"This small cemetery, no longer used, is located on a blocked-off road at the corner of Flyft Street and Route 32 in Palmer. Tombstones date back to the 1600's. A site full of paranormal activity, documented photos include orbs, images of long-deceased graveyard inhabitants, voices are heard when tape recorded. This cemetery is the home of the ""Lantern Man"", a cloaked figure often seen here at night, holding a lantern, walking among the tombstones. WARNING: do not visit this cemetery at night or at dusk, it is watched by a neighbor who WILL report you to the police!"	"The ""Hidden Cemetery"", off Flynt Street"	Massachusetts	MA	-72.31205779999999	42.1819314	-72.3286869	42.1584103	0645/02/24
Palmer	United States	an apparition of a man has been seen walking then disappears.	Palmer High School	Massachusetts	MA	-72.3394522	42.18576280000001	-72.3286869	42.1584103	2025/01/01
Paxton	United States	The ghost of a young woman is said to haunt the theater here. A human skeleton was found under the stage, presumably hers. Plays with the lights, lets a few people see her sitting in the seats, and seems to have a fascination with modern technology. - July 2005 Update:The ghost in the theater is believed to be named Theresa.	Anna Maria College	Massachusetts	MA	-71.91794399999999	42.327075	-71.9278427	42.3114889	2005/07/01
Paxton	United States	Music Building - There are doors that open and close on their own, curtains move on their own as well. The grand piano in the performance hall will sometimes play even when locked. People have also said they saw the two lowest notes played on some of the pianos in the practice rooms. - July 2005 Update: The ghost in the music building is believed to be a former student by the name of Betty.	Anna Maria College	Massachusetts	MA	-71.91794399999999	42.327075	-71.9278427	42.3114889	2005/07/01
Paxton	United States	People have reported seeing ghostly figures that supposedly committed suicide in the millhouse down from the millpond. The sightings include a young man and young woman hanging together, and the original owner of the mill, who is also hanging in the millhouse.	Moore State Park	Massachusetts	MA	-71.9519285	42.3083771	-71.9278427	42.3114889	2025/01/01
Peabody	United States	It has been said that the third floor is haunted by the ghost of a teacher who on her way home was killed in a car accident. People have heard footsteps and as it get later in the night you can feel her presence.	Bishop Fenwick High School	Massachusetts	MA	-70.91763949999999	42.53986039999999	-70.9286609	42.5278731	2025/01/01
Peabody	United States	There is a small cemetery at the top of wildwood drive and Goodale street that dates back to the 1600's. the house built right next to it is haunted and every time someone moves in they move back out shortly after.	Goodale St.	Massachusetts	MA	-70.9961398	42.5537302	-70.9286609	42.5278731	2025/01/01
Peabody	United States	Outside of Macy's, there is a grave. If you go to the mall after hours, you will see several spirits between JC Penney and Macy's. (The mall is rumored to be built on a cemetery).	North Shore Mall	Massachusetts	MA	-70.944278	42.5407812	-70.9286609	42.5278731	2025/01/01
Pembroke	United States	The house where George Washington's doctor lived.  In 1800's family lived in the house one day native Americans attacked the house the parents told there children to hide in the closet that couldn't be opened from the inside.  The children died and after the closet was opened the bodies where found and scratch marks where found on the wall.	Kings highway Inn	Massachusetts	MA			-70.80919999999999	42.0714925	1800/01/01
Pittsfield	United States	strange noises and large white silloettes have been spotted .. mysterious footsteps and blood stained almost ape like finger prints frequently occur	the tracks before Clapp Park	Massachusetts	MA			-73.2453824	42.4500845	2025/01/01
Plymouth	United States	Cortage park is an almost empty mall. It once was an Old Rope Factory. Strange music has been heard. The elevator operates by itself. Footsteps and moving objects. Supposedly the spirits of 2 workers who died there haunt the place.	Cortage Park	Massachusetts	MA	-70.691113	41.9796838	-70.6672621	41.9584457	2025/02/02
Plymouth	United States	February 2007 Correction: Formerly listed as Myles Standish State Forest - There are several reported hauntings in the state forest in Plymouth. There is a story of an old abandoned mental hospital somewhere in there. Also a certain lot in the woods is supposedly a place where murders took place back in the 1970's. - February 2007 Update: heavily patrolled and randomly alarmed in some buildings. State Police also patrol.	Dever State School	Massachusetts	MA	-71.1206067	41.9445373	-70.6672621	41.9584457	2007/02/01
Plymouth	United States	Hanson Tuberculosis Hospital - there is a strong presence that does not want anybody there.	Hanson	Massachusetts	MA	-70.8800187	42.0751892	-70.6672621	41.9584457	2025/01/01
Plymouth	United States	Reports of an apparition of a little girl. She moves things around to tell you that she is there.	Spooner House Museum	Massachusetts	MA	-70.6675278	41.9601204	-70.6672621	41.9584457	2025/01/01
Princeton	United States	"On April 14,1755,The daughter of Robert and Martha Keyes, went to fetch some sand from the ,Wachusett Lake, but she vanished in the woods that day never to be heard for again. Robert and Martha and the towns people searched but never found her. It is said that, Martha still haunts the wooded hillsides of Wachusett Mountain calling, ""Lu--cy...Lu-cy."	Watchusett Mountain	Massachusetts	MA	-71.88704249999999	42.4891723	-71.877296	42.4487019	2025/04/14
Provincetown	United States	Built in 1847, it was used as a morgue during one of the great plagues. Witnesses report seeing people moving form the corner of their eye and also felt their presence when they thought they where alone.	Unitarian Universalist Meeting House	Massachusetts	MA	-70.188361	42.050464	-70.1786425	42.0584412	1847/01/01
Quincy	United States	A girl who was murdered in 1968 haunts the third floor bathroom. People have reported that her ghost will turn off faucets, lights, and even flush toilets.	Central Middle School	Massachusetts	MA	-71.0114358	42.2612853	-71.0022705	42.2528772	1968/01/01
Magalia	United States	This location used to be a train depot, but has been a restaurant since 1977. In the past owners have seen apparitions and heard voices through vents and banging on the walls. A former employee reports things fell off of shelves without explanation, their hair was pulled and their shoulder grabbed by an unseen force, they saw a floating head atop a freezer in the lower level bakery, one of the other coworkers entered the restroom and the faucet turned on by itself and the toilet flushed, while searching for the light switch on her first day working, the lights mysteriously turned on by themselves, while setting tables all the dinner forks had been turned on their sides, one night a woman working stepped inside the cooler and when she walked back out all the chairs had been pulled out from under the tables. According to past stories from previous owners there are three ghosts. A small child, a woman in a housecoat a conductor. The woman is the only one to ever have been seen and seems to be the one most often heard/sensed by anyone.	Magalia Depot	California	CA	-121.5780923	39.8120469	-121.5783059	39.8121058	1977/01/01
Malibu	United States	In the women's restroom, the water faucets have been known to turn on by themselves.	Moonshadows Restaurant	California	CA	-118.618639	34.0374873	-118.7797571	34.0259216	2025/01/01
Malibu Lake (Agoura Hills)	United States	The Lady of the Lake - Believed to be haunted by Margaret Hersh Robertson. Margaret (1907-1993). Every morning, as was known by many lake residents, Margaret would swim out to the island. She did this early every morning. She has been sighted numerous times, after her passing, swimming seemingly along side a startled couple in a canoe. Her figure was just below the surface of the water in a bathing cap.	Malibu Lake Island	California	CA	-118.7556531	34.1097022	-118.757	34.107	1907/01/01
Manteca	United States	The last theater in the hall way on the left of the cinema is haunted by 2 ghosts, a young boy and an elderly man. A fire broke out supposedly when the place was a drug store in the late 1950's, killing at least 3 people. late night workers hear voices and tapping on the upper level of the theater.	Cinema 10	California	CA	-121.227185	37.780834	-121.2160526	37.7974273	1950/01/01
Manteca	United States	"The old El Rey theatre in Manteca burned down some decades ago the night ""The Towering Inferno"" opened, owners renovated it and turned it into the Kelley Brothers Brewing Co. it is said that there are still hot spots from the fire, and ghosts of dead firefighters and movie patrons are said to wander the restaurant looking for a way out."	El Rey Theatre, Brewery	California	CA	-121.215525	37.797133	-121.2160526	37.7974273	0100/02/24
Manteca	United States	An apparition of a girl has been seen twice by employees working graveyard shift .Some nights after closing, music and laughter has been heard. When workers go to check it out the music and voices stop.  December Update: The details of the story behind the murder have been removed out of respect for the family.	Home Depot	California	CA	-121.1926854	37.7942198	-121.2160526	37.7974273	2025/12/24
Manteca	United States	There was a home that every one called it the Psycho home because the old lady that lived there was Psycho. She had 13 dogs and 13 cats. If one cat dies then all the cats die's. Then after she killed them all she made a home for them. She kept all the body's. If someone came on her grass she would go get a died cat a scare you. Now if you walk in the home you hear the died dog's. and cat's.	Psycho home	California	CA	-121.234442	37.800833	-121.2160526	37.7974273	0130/02/24
<>Manteca	United States	Tthere have been may reports of children playing in the hallways. A night janitors hear the intercom turn on and hear children talking on it but when they go to room 9 nothing is there. There has also been a report of swings swinging on there swinging by the gymnasium	Sequoia elementary	California	CA	-122.0685428	37.9435949			2025/05/24
Marin	United States	The camp used to be an old tuberculosis Hospital and an Indian residence before it was made into a girl scout camp. It is said that at night you can hear and see the ghost of a nurse pushing her cart down the hallways and patients who died there moaning and groaning. It is also been said that Indian spirits have made appearances.	Camp Bothin	California	CA	-122.6202658	38.0039005	-122.7633036	38.083403	2025/01/01
Marina Del Rey	United States	The ghost of a man is seen walking around the 3rd floor, stairs & roof. Rumor has it that the man was murdered several years ago by a jealous lover.	BuyCheapSoftware.com	California	CA	-118.4464977	33.9907869	-118.4517449	33.9802893	2025/02/03
Menlo Park	United States	There is a woman in a trench coat, standing under an old-fashioned street lamp, that can be seen at night waiting for a ride. But if you look back, she disappears along with the street lamp.	Ravenswood	California	CA	-122.1784711	37.4563951	-122.1817252	37.4529598	2025/01/01
Menlo Park	United States	"It is haunted by the ghost of the original owner's wife who was accidentally shot by her husband. Students and faculty have seen her in the ""Big Building""."	Coleman Mansion currently Peninsula private school	California	CA	-122.1662951	37.466322	-122.1817252	37.4529598	2025/01/01
Merced	United States	Reports of a headless skater appearing. The skater is said to have tried a trick and fallen on his head and he broke his neck	Applegate Skate Park	California	CA	-120.4838896	37.3123977	-120.4829677	37.3021632	2025/01/01
Merced	United States	a lady and her daughter went out on a small boat ride while the other girl scouts were sleeping. The daughter had fallen into a whirlpool and the suction pulled the boat under leaving the mother behind. After the mother died after grieving years, it is said she goes into the girls tents now and look for her daughter and sings to the girls and strokes there hair.	Girl Scouts Island, Yosemite Lake	California	CA	-120.4290782	37.3704952	-120.4829677	37.3021632	2025/01/01
Merced	United States	"The Tower Theater is said to be haunted by the ghost of a young women said to have killed herself by jumping off the tower peak after being notified that her fiancé had been killed in the war. People have said they have seen the women in the theater asking if they have seen ""Johnny""."	The Tower Theater	California	CA	-120.480459	37.3005188	-120.4829677	37.3021632	2025/01/01
Merced	United States	The story is told that in the 1970s at the boat tower. A mother had taken her two kids swimming and were jumping off the tower. The kids had drowned from hitting shallow waters. The bodies were never found. Every night the mother would drive her car out there and would look for her kids. She had past away and still to this day you will see a car drive out there and see a woman in a long flowing gown with her arms out crying and calling her for her children.	Yosemite Lake at the tower	California	CA	-120.4314421	37.3767874	-120.4829677	37.3021632	2025/01/01
Milpitas	United States	The cemetery is now closed, but even in the daytime, electronics will shut off, start on own, loud moans can be heard, flashes of lights and car problems. Very cold in spots.	Ed Levin Park Cemetery	California	CA	-121.8478095	37.4471677	-121.8995741	37.4323341	2025/01/01
Mission Hills	United States	Apparition of a lady in a white dress with a white scarf on her head praying at the front row of the chapel that vanishes.	San Fernando Mission	California	CA	-118.4616431	34.2729782	-120.4364208	34.68824560000001	2025/01/01
Modesto	United States	A very old cemetery, many people have heard a very mournful crying/screaming while driving through the cemetery even in daylight hours. Also, a very horrible feeling of foreboding often comes with hearing these cries and screams. One couple, just using the cemetery as a short cut, heard & felt it, ”The sound and feelings were very alarming in the fact that they seemed to be all around us, as if inside the vehicle with us. It was a very frightening experience due to the fact that it was indeed broad daylight when this occurred.”	Acacia Cemetery	California	CA	-120.98384	37.6480539	-120.9968782	37.63909719999999	2025/01/01
Modesto	United States	"The building that now houses workers of a local 24 hour ambulance service also holds the ghosts of former residents. It is said that back in the 60's two parents killed their three children in the house. Also, as recently as the early 90's, an old Indian man died in the house alone while praying to a religious alter. This room, where the old man died is avoided by the current occupants due to cold and ominous feelings of dread. The employees of the ambulance service have witnessed; doors and windows opening and closing at will, objects moving across the room, the shower turning off and on, the sound of voices and children playing in the house, the sound of footsteps, and recently while one employee showered she heard a voice yell ""Get out!"" This sent the employee out of the bathroom, out of the house, and onto the front lawn where she stood trembling under a wet towel. The house is not hard to find, it's at the corner of McHenry and Granger right next door to a skateboard shop."	Ambulance Station on Granger	California	CA	-121.0096324	37.6898312	-120.9968782	37.63909719999999	2025/02/24
Modesto	United States	Joggers have claimed to see the figure of an Indian man when running near this creek. Some say that the spirit of the Indian is watching over the joggers who run the trail. Others believe he is protecting the sacred land. There is also the spirit of a young man who haunts the bridge on Clause Road. It was reported that he jumped off the bridge into the shallow creek and died. Joggers have reported that while they are running in the early morning or late at night, they can hear a shallow yell or scream along with a splash. - October 2003 Update: This bridge is at the intersection of Claus Road and Scenic Drive. About 1/4 mile north of Johanson High School.	Dry Creek Running Trial	California	CA	-120.9616067	37.6513573	-120.9968782	37.63909719999999	2003/10/01
Modesto	United States	"Formerly listed as Blockbuster Video - most employees from the Blockbuster have witnessed this entity. It seems to be male and has a desire to make contact with the living. After closing, he will activate battery operated toys that are sold in the store, open and close the locked bathroom door, turn the lights off and on and then off again, and most frightening of all, he speaks to the employees through the store sound system. When all trailer tapes have stopped running and the satellite TV display has been shut off, the ghost has been known to say things such as... ""shh... listen,"" and ""you've been bad..."" Another incident that took place was after midnight when a manager and another employee went into the office momentarily only to return finding over thirty-movie cover boxes stacked neatly on top of each other in the floor. This scared both people so much that they didn't investigate until the next day. The boxes were stacked in a corner of the store that the security cameras had no coverage of, so their story to their co-workers the next day was not taken seriously. - June 2008 Update/Additional Information: The Blockbuster Video was demolished last year and is now a Fuddrucker's restaurant. before Blockbuster Video was on that site, the land was home to a Beno's department store and a skate park. In the early 1980's, a young boy broke his neck at the skate park and died from his injuries. This could be related to the ""haunting"" of the site."	Fuddrucker’s Restaurant	California	CA	-120.993954	37.694311	-120.9968782	37.63909719999999	2008/06/01
Modesto	United States	The spirit of a young man paces the balcony of the Modesto High Auditorium. There are also reports of knocking noises heard in the main hallway---where the floor slopes by the sewing room---that are coming from the tunnels that used to run under the school.	Modesto High School	California	CA	-121.0072994	37.6310721	-120.9968782	37.63909719999999	2025/01/01
Modesto	United States	Sounds of people talking loudly in kitchen when no one is in there. Loud crashing of plates and trays has also been heard. According to an employee who has been with the hotel for 27 years a woman was killed in the kitchen by an enraged boyfriend. There are also rumors of more than one person killing themselves in the kitchen. Also while on in the parking lot patrol security has heard the sound of breaking glass as near as two cars away-upon investigation there is no cause for the sound. Rooms 420, 206, and 152 are also all reported by guests and employees to be haunted. Especially in room 152 where all the electrical equipment in the room turns on and off by itself. The room has been checked many times for electrical problems and none can be found.	Red Lion Hotel (formerly Holiday Inn)	California	CA	-121.4681111	38.5690959	-120.9968782	37.63909719999999	2025/02/27
Modesto	United States	4 girls said to have been raped and murdered haunt a store in the mall.	Vintage Faire Mall	California	CA	-121.0540259	37.6887363	-120.9968782	37.63909719999999	2025/01/01
Mokelumne Hill	United States	Hotel owned by George Leger in 1880, He met an untimely death, shot in gambling argument. Anyway odor of fresh cigar smoke is still smelled in his upstairs room. Owners always happy to give a tour.	Hotel Leger	California	CA	-120.705701	38.301161	-120.7063219	38.3004709	1880/01/01
Monrovia	United States	Supposed noises are heard there, and an apparition of a lady in gray white (not too clear, on that) is said to haunt the place. This place is located on Foothill Blvd. near the corner of Myrtle.	Azteca Building	California	CA	-118.0058006	34.1514374	-118.0019482	34.1442616	2025/01/01
Monrovia	United States	Band Room - its been known that a ghost walks the band room late at night while the chorus girls are getting ready.	Clifton Middle School	California	CA	-117.9984344	34.14965919999999	-118.0019482	34.1442616	2025/01/01
Monrovia	United States	janitors and teachers have said that during the night in the second floor of the main hallway you always feel like your being watched and it sounds like someone is sneaking up behind when you are alone.	Monrovia high school	California	CA	-118.0169951	34.1461408	-118.0019482	34.1442616	2025/01/01
Montebello	United States	This theatre is haunted by a spirit who was stabbed and later died when the theatre first opened. Most of the activity occurs around theatres 8 and 9. Theatre 9 is always eerily cold, even with the heaters on. Upstairs in the projection booth above #9, lights turned off by employees sometimes mysteriously come back on. It is also said you can see a figure's shadow when movies are on against the wall in theatre #6.	AMC Montebello 10 Theatres	California	CA	-118.0927655	34.0340124	-118.1137535	34.0165053	2025/02/08
Montebello	United States	Near the intersection of Washington and Bluff Road, at the site of the Battle of the Rio San Gabriel that took place in 1847. Spanish soldiers have been seen walking around and sometimes follow passers-by.	Bluff Road	California	CA	-118.1116882	33.9918443	-118.1137535	34.0165053	1847/01/01
Montebello	United States	while working on the second floor of the main building for homecoming week. fellow students were working late on decorations with a teacher. the intercom makes three beeping sounds to let the room know that a message is going to be relayed through the front office. the three beeping sounds were made and know one was working the front office. the students heard whispering noises and went downstairs to check it out. one of them saw a balloon in the middle of the hall and popped it. right when she popped it the lights went out and screaming was going off all over the place.	Cantwell High School	California	CA	-118.130215	34.017378	-118.1137535	34.0165053	2025/12/24
Quincy	United States	its were physics tell fortunes and they say that a very young women between the age 20-25 that wears a white dress and is all dressed up, calls on people and appears in front of a fire place.	The Tea Room	Massachusetts	MA	-71.00322899999999	42.242587	-71.0022705	42.2528772	2025/01/01
Rehoboth	United States	Large outcropping of rock in woods off route 44. It was used by Indians in the King Philip's war as a campsite. Fires can be seen burning on the rock at the top. Indian voices are often heard shouting.	Anawan Rock	Massachusetts	MA	-71.21455329999999	41.8660025	-71.2393933	41.8470056	2044/02/24
Rehoboth	United States	Feelings of being unwanted. Haunted by an old man that screams and pounds on your car windows as they sped out of the cemetery. While he terrorizes visitors, calling them Catherine. A girl’s laugh was heard toward the Woods on the right.	Cemetery off route 44	Massachusetts	MA	-71.2610644	41.8408039	-71.2393933	41.8470056	2025/01/01
Rehoboth	United States	When you look in the window there is a teacher teaching a class of about 25 kids. They all look at you and they start to come out and they follow you around then suddenly they vanish. People that live around there hear the teacher wringing the bell; they hear noises, and voices coming from the school.	Horbine School	Massachusetts	MA	-71.20132339999999	41.7984379	-71.2393933	41.8470056	2025/02/25
Rehoboth	United States	Hear and sometimes see a little boy in 19th century clothing . A few people have heard this boy crying for help.	Palmer's River Burying Ground	Massachusetts	MA	-71.2774098	41.8172735	-71.2393933	41.8470056	2025/02/19
Rehoboth	United States	Haunted by a red-headed hitchhiker who terrorizes motorists who drive by on dark lonely nights. Has been known to do frightening acts.	Route 44	Massachusetts	MA	-71.2441204	41.851674	-71.2393933	41.8470056	2025/01/01
Rochester	United States	there are 3 different events that happen on this road all happen while people were running across this dark twisted road. The best one is the man that is upset by the deer population in is neighborhood and decides to take matters into his own hands. You can see him running across the road chasing the deer.	Chritten Road	Massachusetts	MA			-70.8452677	41.7549658	2025/02/03
Rockland	United States	House built in 1873 by Joshua Stetson Gray, former town treasurer. Numerous sightings of prior occupants frequent the house and voices can be heard. Josh Grey there was said to have been murderer of a young infant and the death of the builder. Sights of a mysterious guy have been spotted. Light sometimes turn off and on. Reports of beds bouncing up and down by themselves, and strange things happening in the babies bedroom.	House Built by Former Town Treasurer	Massachusetts	MA	-70.9156921	42.1287298	-70.9161551	42.1306563	1873/01/01
Royalston	United States	"Very old and very small cemetery. Surrounded by a short stoned wall. Only one way in and one way out. Feelings arrive as soon as you enter such as cold spots, light touching sensations, and that ""I’m not alone"" feeling. Its a very old cemetery with a stone table like gravestone not too far in. Next to it, his one wife and his three concubines. Reported seeing a black like figure moving about the cemetery really fast. Then a fog like woman with a long white dress with blonde hair swaying around the back brick wall in the cemetery towards the old shack. Most believe that the stone table is the black shadow's gravestone since he’s usually seen right there. Note: All four (4) women's deaths have the same date, and the table gravestone's date is only a few short days later. Most of the inscription on the table cant be read anymore."	The Old Royalston Cemetery	Massachusetts	MA	-72.2288739	42.6443656	-72.18786039999999	42.6775856	2025/01/01
Rutland	United States	"noises heard in halls. areas in hallway where there are unexplained ""cold spots"" employees that fell to there death off the water tower at Rutland Heights. The 88 acres was closed in 1991, leaving 17 buildings (which are full of asbestos and lead paint). Last time the submitter ventured here was on Halloween, they report human feces on the stairs (each of about 10 steps had a pile of human feces on it.) One of their fellow explorers fell about knee deep through the 4th floor. Overall, not a very safe place to go to. - February 2007 Update: Rutland has been demolished. All that's left is a flagpole and an old well. No activity since has been reported"	Rutland heights hospital	Massachusetts	MA	-71.95051300000002	42.367494	-71.9481211	42.3695086	2007/02/01
Saugus	United States	IF you drive into Penny Road (dirt road off of route 99) you will see a sign to your left, on the sign you will see a little boy, and supposedly if you look through you rearview mirror you will see the headlights of the truck that ran him over. A little boy was walking down this path when a truck hit him and the boy died instantly.	Penny Road	Massachusetts	MA	-71.03582589999999	42.445928	-71.0110473	42.4651421	2025/01/01
Salem	United States	Many report unknown phenomena happenings. Said to be the so called witches that were hanged there in the olden days.	Gallows Hill	Massachusetts	MA	-70.8963115	42.5221564	-70.8967155	42.51954	2025/01/01
Salem	United States	The elevator is believed to be haunted. The 6th floor is haunted as well. There was a double murder over a lover’s quarrel. Could spots have been felt as well as chandeliers swaying with no sound.	The Hawthorne Hotel	Massachusetts	MA	-70.8903974	42.5227362	-70.8967155	42.51954	2025/02/06
Salem	United States	This house is associated with the Salem Witch Trials. Sheriff Corwin is said to haunt this place.	Joshua Ward House	Massachusetts	MA	-70.8916371	42.5229394	-70.8967155	42.51954	2025/01/01
Salem	United States	Sometimes you can smell cigarette smoke over near the projector, but you can't smell it anywhere else. There is a room at the end of the hall which is very cold. You can see shadows moving fast out of the corner of your eye. One time there was a person reflected in the window, standing next to the projector, but no one was there. Someone had keys on a clip hanging from their pocket at hip level, and these keys somehow came unclipped, flipped around, and clipped on a wire, while this person was standing there. A little while later, they realized they were missing and after searching everywhere, found them hanging on this knee level wire. (There are at least 15 keys on this key ring, so you would have heard them if they fell off.) Another time the light upstairs was shut off, and the only way to get up there is if you have a key, someone with a key turned it back on, and then 5 minutes later when they went upstairs, the light was off again. The lights upstairs are always kept on.	Patriot Cinemas	Massachusetts	MA	-70.893118	42.522611	-70.8967155	42.51954	2025/02/15
Salem	United States	Very strange noises, like the sound of a dog jogging on cement, a strange light what seemed to be a white glow stick go by very fast, but the oddest of them all was the Unexplainable feeling of evil, the feeling of being watched, and being rushed and overwhelmed with a negative energy.	Saint Mary's Cemetery	Massachusetts	MA	-70.910856	42.535836	-70.8967155	42.51954	2025/01/01
Salem	United States	ghost of a woman that died in childbirth there is seen in the halls.	Salem Hospital	Massachusetts	MA	-70.90628269999999	42.51169100000001	-70.8967155	42.51954	2025/01/01
Salem	United States	Haunted by the spirits of civil war prisoners who were held there.	Salem Jail	Massachusetts	MA	-70.8973178	42.5232338	-70.8967155	42.51954	2025/01/01
Salem	United States	Bowditch Hall Room 222 - Known for the ghosts of all three roommates that were found murdered there in the 70's. Reports of beds shaking in the middle of the night and loud banging on the walls that can only be heard in that room.	Salem State College	Massachusetts	MA	-70.890682	42.503103	-70.8967155	42.51954	0222/02/24
Salem	United States	Mainstage Auditorium - The ghost of a little Boy named Tommy is said by theater professors and students to haunt the auditorium. Tommy is supposedly the ghost of a child that got into the area above the auditorium one night during the '60's. He fell through a spot in the ceiling and was found dead in the seats of the auditorium by a professor the next day. Tommy still haunts the area above the auditorium, which has long been sealed up and used for storage. He is mischievous for the most part, making noises, moving things, and causing unexplainable problems in the theater. Technicians working on tall ladders swear they can feel Tommy putting a pressure on their backs. They claim that it is Tommy trying to prevent any one else from falling. December 2003 correction:The actual story is this: It was in the '70's when it happened, and the boy that fell wasn't a child, he was a teenager.The boy that died was named Tommy. Tommy and few other kids had been drinking and they snuck into the auditorium. They were fooling around, jumping on seats, rolling around on the stage, etc. When the kids where getting ready to leave, but they couldn't find Tommy. They figured that he had left and so they left. The next morning my dad got a call saying that his friend Tommy had fallen through the ceiling of the auditorium. He had fallen head first onto the floor and died on impact.	Salem State College	Massachusetts	MA	-70.890682	42.503103	-70.8967155	42.51954	2003/12/01
Salem	United States	The old pool. The old pool was built above the original pool. Many lifeguards at the old pool have seen movements and heard noises by the stairwell leading to the old pool. It is rumored to be from a swimmer that died there.	Salem YMCA	Massachusetts	MA	-70.89769629999999	42.5217611	-70.8967155	42.51954	2025/01/01
Salem	United States	is haunted by the ghosts of the evil Sheriff George Corwin and witchcraft victim Giles Cory. Corwin is buried in the cellar.	The Ward House	Massachusetts	MA	-70.8916371	42.5229394	-70.8967155	42.51954	2025/01/01
Sandisfield	United States	Apparition of a little girl, misplaced items would always return where you had just looked.	New Boston Inn	Massachusetts	MA	-73.077362	42.0940051	-73.1431637	42.1125914	2025/01/01
Sandwich	United States	A large ship with giant sails was drifting out near Cape Cod Canal. As the ship was sailing the sails looked old and torn. The ship sailed off into the fog and seemed to disappear.	Near Cape Cod Canal	Massachusetts	MA	-70.5661411	41.7681612	-70.49393169999999	41.7589615	2025/01/01
